Date,pm2.5,pm10,O3,NO2,SO2,co,AQI,Dominant_Pollutant,Month,DayOfWeek,IsWeekend,season_Autumn,season_Monsoon,season_Spring,season_Summer,season_Winter
2017-09-23,111.0,84.74226804123711,6.0,18.0,1.0,15.0,271,co,9,5,1,0,1,0,0,0
2017-09-24,118.0,84.7610121836926,9.0,18.0,7.0,34.0,400,co,9,6,1,0,1,0,0,0
2017-09-25,126.0,84.77975632614807,9.0,21.0,1.0,23.0,335,co,9,0,0,0,1,0,0,0
2017-09-26,235.0,84.79850046860356,14.0,22.0,1.0,24.0,388,pm2.5,9,1,0,0,1,0,0,0
2017-09-27,178.0,84.81724461105904,7.0,23.0,2.0,35.0,403,co,9,2,0,0,1,0,0,0
2017-09-28,164.0,84.83598875351453,12.0,27.0,2.0,28.0,365,co,9,3,0,0,1,0,0,0
2017-09-29,189.0,84.85473289597,12.0,26.0,1.0,24.0,353,pm2.5,9,4,0,0,1,0,0,0
2017-09-30,174.0,84.87347703842549,11.0,26.0,1.0,23.0,342,pm2.5,9,5,1,0,1,0,0,0
2017-10-01,217.0,83.80506091846297,14.0,26.0,1.0,29.0,375,pm2.5,10,6,1,1,0,0,0,0
2017-10-02,193.0,83.82380506091846,15.0,26.0,3.0,32.0,388,co,10,0,0,1,0,0,0,0
2017-10-03,200.0,83.84254920337395,9.0,20.0,1.0,20.0,362,pm2.5,10,1,0,1,0,0,0,0
2017-10-04,165.0,83.86129334582942,9.0,21.0,1.0,20.0,335,pm2.5,10,2,0,1,0,0,0,0
2017-10-05,151.0,83.88003748828491,9.0,23.0,9.0,38.0,412,co,10,3,0,1,0,0,0,0
2017-10-06,157.0,83.89878163074039,12.0,31.0,1.0,26.0,353,co,10,4,0,1,0,0,0,0
2017-10-07,182.0,83.91752577319588,11.0,24.0,1.0,19.0,348,pm2.5,10,5,1,1,0,0,0,0
2017-10-08,172.0,83.93626991565137,12.0,20.0,7.0,13.0,340,pm2.5,10,6,1,1,0,0,0,0
2017-10-09,155.0,83.95501405810684,12.0,23.0,8.0,23.0,335,co,10,0,0,1,0,0,0,0
2017-10-10,161.0,83.97375820056232,26.0,19.0,4.0,36.0,406,co,10,1,0,1,0,0,0,0
2017-10-11,162.0,83.9925023430178,11.0,19.0,1.0,28.0,365,co,10,2,0,1,0,0,0,0
2017-10-12,184.0,84.0112464854733,10.0,33.0,3.0,38.0,412,co,10,3,0,1,0,0,0,0
2017-10-13,209.0,84.02999062792877,13.0,36.0,5.0,43.0,426,co,10,4,0,1,0,0,0,0
2017-10-14,246.0,84.04873477038426,9.0,32.0,4.0,39.0,415,co,10,5,1,1,0,0,0,0
2017-10-15,220.0,84.06747891283973,7.0,37.0,6.0,64.0,488,co,10,6,1,1,0,0,0,0
2017-10-16,302.0,84.08622305529522,9.0,47.0,4.0,43.0,440,pm2.5,10,0,0,1,0,0,0,0
2017-10-17,294.0,84.1049671977507,28.0,61.0,5.0,30.0,434,pm2.5,10,1,0,1,0,0,0,0
2017-10-18,275.0,84.12371134020619,10.0,33.0,5.0,20.0,419,pm2.5,10,2,0,1,0,0,0,0
2017-10-19,230.0,84.14245548266166,6.0,25.0,2.0,13.0,385,pm2.5,10,3,0,1,0,0,0,0
2017-10-20,228.0,84.16119962511715,7.0,31.0,2.0,22.0,383,pm2.5,10,4,0,1,0,0,0,0
2017-10-21,199.0,84.17994376757264,12.0,33.0,3.0,37.0,409,co,10,5,1,1,0,0,0,0
2017-10-22,279.0,84.19868791002811,7.0,31.0,2.0,28.0,422,pm2.5,10,6,1,1,0,0,0,0
2017-10-23,217.0,84.2174320524836,6.0,47.0,2.0,36.0,406,co,10,0,0,1,0,0,0,0
2017-10-24,259.0,84.23617619493908,9.0,51.0,6.0,46.0,435,co,10,1,0,1,0,0,0,0
2017-10-25,349.0,84.25492033739457,9.0,40.0,2.0,34.0,476,pm2.5,10,2,0,1,0,0,0,0
2017-10-26,365.0,84.27366447985004,10.0,36.0,2.0,38.0,488,pm2.5,10,3,0,1,0,0,0,0
2017-10-27,381.0,84.29240862230553,11.0,36.0,2.0,34.0,501,pm2.5,10,4,0,1,0,0,0,0
2017-10-28,417.0,84.311152764761,11.0,30.0,1.0,24.0,528,pm2.5,10,5,1,1,0,0,0,0
2017-10-29,205.0,84.3298969072165,2.0,42.0,1.0,57.0,468,co,10,6,1,1,0,0,0,0
2017-10-30,366.0,84.34864104967198,5.0,29.0,1.0,30.0,489,pm2.5,10,0,0,1,0,0,0,0
2017-10-31,217.0,84.36738519212746,9.0,30.0,1.0,24.0,375,pm2.5,10,1,0,1,0,0,0,0
2017-11-01,234.0,83.2427366447985,9.0,38.0,1.0,26.0,388,pm2.5,11,2,0,1,0,0,0,0
2017-11-02,234.0,83.26148078725399,7.0,30.0,1.0,23.0,388,pm2.5,11,3,0,1,0,0,0,0
2017-11-03,210.0,83.28022492970946,7.0,30.0,1.0,24.0,369,pm2.5,11,4,0,1,0,0,0,0
2017-11-04,281.0,83.29896907216495,9.0,29.0,1.0,34.0,424,pm2.5,11,5,1,1,0,0,0,0
2017-11-05,231.0,83.31771321462043,7.0,40.0,1.0,41.0,421,co,11,6,1,1,0,0,0,0
2017-11-06,205.0,83.33645735707591,3.0,40.0,2.0,36.0,406,co,11,0,0,1,0,0,0,0
2017-11-07,277.0,83.35520149953139,6.0,49.0,13.0,62.0,482,co,11,1,0,1,0,0,0,0
2017-11-08,351.0,83.37394564198688,8.0,36.0,1.0,39.0,478,pm2.5,11,2,0,1,0,0,0,0
2017-11-09,358.0,83.39268978444235,9.0,32.0,8.0,55.0,483,pm2.5,11,3,0,1,0,0,0,0
2017-11-10,426.0,83.41143392689784,9.0,31.0,4.0,36.0,535,pm2.5,11,4,0,1,0,0,0,0
2017-11-11,284.0,83.43017806935333,10.0,35.0,1.0,46.0,435,co,11,5,1,1,0,0,0,0
2017-11-12,343.0,83.4489222118088,8.0,45.0,2.0,63.0,485,co,11,6,1,1,0,0,0,0
2017-11-13,388.0,83.4676663542643,8.0,43.0,3.0,48.0,506,pm2.5,11,0,0,1,0,0,0,0
2017-11-14,333.0,83.48641049671977,11.0,34.0,2.0,37.0,464,pm2.5,11,1,0,1,0,0,0,0
2017-11-15,279.0,83.50515463917526,8.0,33.0,4.0,26.0,422,pm2.5,11,2,0,1,0,0,0,0
2017-11-16,250.0,83.52389878163073,10.0,27.0,1.0,24.0,400,pm2.5,11,3,0,1,0,0,0,0
2017-11-17,290.0,83.54264292408622,8.0,27.0,1.0,27.0,431,pm2.5,11,4,0,1,0,0,0,0
2017-11-18,249.0,83.5613870665417,5.0,25.5,1.0,28.5,399,pm2.5,11,5,1,1,0,0,0,0
2017-11-19,327.0,83.58013120899719,2.0,24.0,1.0,30.0,459,pm2.5,11,6,1,1,0,0,0,0
2017-11-20,405.0,83.59887535145268,9.0,32.0,1.0,26.0,519,pm2.5,11,0,0,1,0,0,0,0
2017-11-21,317.0,83.61761949390815,5.0,27.0,2.0,27.0,452,pm2.5,11,1,0,1,0,0,0,0
2017-11-22,317.0,83.63636363636363,4.0,24.0,1.0,20.0,452,pm2.5,11,2,0,1,0,0,0,0
2017-11-23,258.0,83.65510777881912,4.0,38.0,1.0,34.0,406,pm2.5,11,3,0,1,0,0,0,0
2017-11-24,292.0,83.6738519212746,10.0,54.0,3.0,58.0,471,co,11,4,0,1,0,0,0,0
2017-11-25,316.0,83.69259606373008,11.0,59.0,4.0,52.0,453,co,11,5,1,1,0,0,0,0
2017-11-26,363.0,83.71134020618557,8.0,55.0,2.0,43.0,487,pm2.5,11,6,1,1,0,0,0,0
2017-11-27,288.0,83.73008434864104,27.0,69.0,7.0,50.0,447,co,11,0,0,1,0,0,0,0
2017-11-28,370.0,83.74882849109653,8.0,61.0,3.0,37.0,492,pm2.5,11,1,0,1,0,0,0,0
2017-11-29,309.0,83.76757263355202,7.0,76.0,13.0,57.0,468,co,11,2,0,1,0,0,0,0
2017-11-30,322.0,83.7863167760075,8.0,68.0,3.0,54.0,459,co,11,3,0,1,0,0,0,0
2017-12-01,331.0,82.73664479850046,10.0,45.0,4.0,41.0,462,pm2.5,12,4,0,0,0,0,0,1
2017-12-02,284.0,82.75538894095595,7.0,53.0,2.0,47.0,438,co,12,5,1,0,0,0,0,1
2017-12-03,308.0,82.77413308341143,5.0,53.0,2.0,47.0,445,pm2.5,12,6,1,0,0,0,0,1
2017-12-04,333.0,82.79287722586692,7.0,43.0,4.0,26.0,464,pm2.5,12,0,0,0,0,0,0,1
2017-12-05,276.0,82.81162136832239,17.0,49.0,4.0,33.0,420,pm2.5,12,1,0,0,0,0,0,1
2017-12-06,291.0,82.83036551077788,8.0,33.0,3.0,25.0,432,pm2.5,12,2,0,0,0,0,0,1
2017-12-07,175.0,82.84910965323337,20.0,31.0,19.0,17.0,342,pm2.5,12,3,0,0,0,0,0,1
2017-12-08,190.0,82.86785379568884,13.5,32.0,10.5,21.0,354,pm2.5,12,4,0,0,0,0,0,1
2017-12-13,189.5,82.88659793814432,7.0,33.0,2.0,25.0,353,pm2.5,12,2,0,0,0,0,0,1
2017-12-14,189.0,82.90534208059981,7.0,37.0,3.0,31.0,382,co,12,3,0,0,0,0,0,1
2017-12-15,206.0,82.9240862230553,13.0,36.0,3.0,26.0,366,pm2.5,12,4,0,0,0,0,0,1
2017-12-16,196.0,82.94283036551077,14.0,35.0,3.0,23.0,358,pm2.5,12,5,1,0,0,0,0,1
2017-12-17,185.0,82.96157450796626,23.0,43.0,7.0,34.0,400,co,12,6,1,0,0,0,0,1
2017-12-18,230.0,82.98031865042174,11.0,45.0,17.0,50.0,447,co,12,0,0,0,0,0,0,1
2017-12-19,381.0,82.99906279287723,27.0,48.0,5.0,67.0,501,pm2.5,12,1,0,0,0,0,0,1
2017-12-20,428.0,83.01780693533271,14.0,51.0,7.0,57.0,537,pm2.5,12,2,0,0,0,0,0,1
2017-12-21,343.0,83.03655107778819,7.0,40.0,3.0,37.0,472,pm2.5,12,3,0,0,0,0,0,1
2017-12-22,293.0,83.05529522024366,10.0,38.0,4.0,27.0,433,pm2.5,12,4,0,0,0,0,0,1
2017-12-23,185.0,83.07403936269915,13.0,44.0,4.0,34.0,400,co,12,5,1,0,0,0,0,1
2017-12-24,216.0,83.09278350515464,11.0,42.0,2.0,34.0,400,co,12,6,1,0,0,0,0,1
2017-12-25,255.0,83.11152764761012,12.0,46.0,3.0,39.0,415,co,12,0,0,0,0,0,0,1
2017-12-26,304.0,83.1302717900656,16.0,58.0,12.0,58.0,471,co,12,1,0,0,0,0,0,1
2017-12-27,360.0,83.14901593252108,10.0,62.0,9.0,70.0,506,co,12,2,0,0,0,0,0,1
2017-12-28,449.0,83.16776007497657,7.0,58.0,4.0,61.0,553,pm2.5,12,3,0,0,0,0,0,1
2017-12-29,442.0,83.18650421743206,10.0,34.0,14.0,52.0,548,pm2.5,12,4,0,0,0,0,0,1
2017-12-30,269.0,83.20524835988753,2.0,50.0,4.0,44.0,429,co,12,5,1,0,0,0,0,1
2017-12-31,329.0,83.22399250234301,7.0,27.0,1.0,21.0,461,pm2.5,12,6,1,0,0,0,0,1
2018-01-01,278.0,82.1555763823805,11.0,27.0,2.0,20.0,422,pm2.5,1,0,0,0,0,0,0,1
2018-01-02,277.0,82.17432052483599,7.0,41.0,2.0,37.0,421,pm2.5,1,1,0,0,0,0,0,1
2018-01-03,296.0,82.19306466729147,10.0,36.0,3.0,41.0,435,pm2.5,1,2,0,0,0,0,0,1
2018-01-04,384.0,82.21180880974696,8.0,36.0,7.0,37.0,503,pm2.5,1,3,0,0,0,0,0,1
2018-01-05,326.0,82.23055295220243,9.0,45.0,18.0,64.0,488,co,1,4,0,0,0,0,0,1
2018-01-06,335.0,82.24929709465792,11.0,62.0,5.0,62.0,482,co,1,5,1,0,0,0,0,1
2018-01-07,346.0,82.26804123711341,16.0,51.0,18.0,53.0,474,pm2.5,1,6,1,0,0,0,0,1
2018-01-08,303.0,82.28678537956888,11.0,39.0,12.0,56.0,465,co,1,0,0,0,0,0,0,1
2018-01-09,353.0,82.30552952202436,17.0,50.0,17.0,55.0,479,pm2.5,1,1,0,0,0,0,0,1
2018-01-10,370.0,82.32427366447985,27.0,45.0,5.0,60.0,492,pm2.5,1,2,0,0,0,0,0,1
2018-01-11,365.0,82.34301780693534,21.0,43.0,7.0,44.0,488,pm2.5,1,3,0,0,0,0,0,1
2018-01-12,371.0,82.36176194939081,27.0,44.0,13.0,74.0,518,co,1,4,0,0,0,0,0,1
2018-01-13,402.0,82.3805060918463,13.0,62.0,9.0,82.0,541,co,1,5,1,0,0,0,0,1
2018-01-14,411.0,82.39925023430177,12.0,51.0,5.0,36.0,524,pm2.5,1,6,1,0,0,0,0,1
2018-01-15,260.0,82.41799437675726,35.0,46.0,13.0,34.0,408,pm2.5,1,0,0,0,0,0,0,1
2018-01-16,264.0,82.43673851921275,27.0,43.0,2.0,30.0,411,pm2.5,1,1,0,0,0,0,0,1
2018-01-17,290.0,82.45548266166823,16.0,45.0,6.0,50.0,447,co,1,2,0,0,0,0,0,1
2018-01-18,327.0,82.4742268041237,11.0,60.0,7.0,47.0,459,pm2.5,1,3,0,0,0,0,0,1
2018-01-19,314.0,82.49297094657919,11.0,53.0,14.0,34.0,449,pm2.5,1,4,0,0,0,0,0,1
2018-01-20,231.0,82.51171508903468,15.0,46.0,5.0,25.0,385,pm2.5,1,5,1,0,0,0,0,1
2018-01-21,241.0,82.53045923149016,14.0,54.0,4.0,43.0,426,co,1,6,1,0,0,0,0,1
2018-01-22,306.0,82.54920337394564,12.0,48.0,3.0,37.0,443,pm2.5,1,0,0,0,0,0,0,1
2018-01-23,264.0,82.56794751640112,12.0,30.0,2.0,17.0,411,pm2.5,1,1,0,0,0,0,0,1
2018-01-24,190.0,82.58669165885661,9.0,31.0,3.0,20.0,354,pm2.5,1,2,0,0,0,0,0,1
2018-01-25,248.0,82.60543580131208,13.0,39.0,6.0,32.0,398,pm2.5,1,3,0,0,0,0,0,1
2018-01-26,285.0,82.62417994376757,11.0,38.0,3.0,33.0,427,pm2.5,1,4,0,0,0,0,0,1
2018-01-27,278.0,82.64292408622305,14.0,48.0,4.0,34.0,422,pm2.5,1,5,1,0,0,0,0,1
2018-01-28,301.0,82.66166822867854,13.0,49.0,6.0,36.0,439,pm2.5,1,6,1,0,0,0,0,1
2018-01-29,296.0,82.68041237113403,12.0,34.0,3.0,20.0,435,pm2.5,1,0,0,0,0,0,0,1
2018-01-30,198.0,82.6991565135895,14.0,29.0,3.0,15.0,360,pm2.5,1,1,0,0,0,0,0,1
2018-01-31,165.0,82.71790065604499,13.0,33.0,3.0,18.0,335,pm2.5,1,2,0,0,0,0,0,1
2018-02-01,165.0,81.630740393627,12.0,46.0,8.0,34.0,400,co,2,3,0,0,0,1,0,0
2018-02-02,195.0,81.64948453608247,12.0,57.0,4.0,35.0,403,co,2,4,0,0,0,1,0,0
2018-02-03,212.0,81.66822867853796,15.0,32.0,3.0,17.0,371,pm2.5,2,5,1,0,0,1,0,0
2018-02-04,169.0,81.68697282099345,17.0,35.0,4.0,19.0,338,pm2.5,2,6,1,0,0,1,0,0
2018-02-05,183.0,81.70571696344892,15.0,31.0,4.0,17.0,348,pm2.5,2,0,0,0,0,1,0,0
2018-02-06,182.0,81.7244611059044,17.0,27.0,5.0,14.0,348,pm2.5,2,1,0,0,0,1,0,0
2018-02-07,179.0,81.74320524835989,17.0,35.0,5.0,17.0,345,pm2.5,2,2,0,0,0,1,0,0
2018-02-08,166.0,81.76194939081537,18.0,36.0,3.0,17.0,335,pm2.5,2,3,0,0,0,1,0,0
2018-02-09,165.0,81.78069353327085,15.0,45.0,5.0,30.0,376,co,2,4,0,0,0,1,0,0
2018-02-10,161.0,81.79943767572634,11.0,51.0,6.0,32.0,388,co,2,5,1,0,0,1,0,0
2018-02-11,204.0,81.81818181818181,15.0,20.0,2.0,10.0,365,pm2.5,2,6,1,0,0,1,0,0
2018-02-12,168.0,81.8369259606373,19.0,19.0,2.0,10.0,337,pm2.5,2,0,0,0,0,1,0,0
2018-02-13,155.0,81.85567010309278,19.0,21.0,2.0,14.0,327,pm2.5,2,1,0,0,0,1,0,0
2018-02-14,130.0,81.87441424554827,21.0,26.0,2.0,12.0,308,pm2.5,2,2,0,0,0,1,0,0
2018-02-15,145.0,81.89315838800374,17.0,30.0,4.0,16.0,319,pm2.5,2,3,0,0,0,1,0,0
2018-02-16,162.0,81.91190253045923,17.0,36.0,5.0,20.0,332,pm2.5,2,4,0,0,0,1,0,0
2018-02-17,167.0,81.93064667291472,18.0,43.0,6.0,23.0,336,pm2.5,2,5,1,0,0,1,0,0
2018-02-18,171.0,81.9493908153702,19.0,39.0,3.0,19.0,339,pm2.5,2,6,1,0,0,1,0,0
2018-02-19,160.0,81.96813495782568,22.0,48.0,10.0,36.0,406,co,2,0,0,0,0,1,0,0
2018-02-20,199.0,81.98687910028116,16.0,65.0,9.0,58.0,471,co,2,1,0,0,0,1,0,0
2018-02-21,214.0,82.00562324273665,14.0,58.0,7.0,40.0,418,co,2,2,0,0,0,1,0,0
2018-02-22,191.0,82.02436738519212,16.0,45.0,5.0,33.0,394,co,2,3,0,0,0,1,0,0
2018-02-23,177.0,82.04311152764761,15.0,31.0,5.0,20.0,344,pm2.5,2,4,0,0,0,1,0,0
2018-02-24,162.0,82.06185567010309,14.0,29.0,4.0,23.0,335,co,2,5,1,0,0,1,0,0
2018-02-25,180.0,82.08059981255857,11.0,21.0,3.0,14.0,346,pm2.5,2,6,1,0,0,1,0,0
2018-02-26,136.0,82.09934395501406,14.0,27.0,4.0,17.0,312,pm2.5,2,0,0,0,0,1,0,0
2018-02-27,145.0,82.11808809746954,14.0,29.0,4.0,25.0,347,co,2,1,0,0,0,1,0,0
2018-02-28,161.0,82.13683223992501,13.0,38.0,4.0,32.0,388,co,2,2,0,0,0,1,0,0
2018-03-01,159.0,81.04967197750703,14.0,26.0,4.0,33.0,394,co,3,3,0,0,0,1,0,0
2018-03-02,212.0,81.0684161199625,16.0,14.0,3.0,22.0,371,pm2.5,3,4,0,0,0,1,0,0
2018-03-03,155.0,81.087160262418,7.0,27.0,4.0,35.0,403,co,3,5,1,0,0,1,0,0
2018-03-04,175.0,81.10590440487347,11.0,25.0,3.0,19.0,342,pm2.5,3,6,1,0,0,1,0,0
2018-03-05,109.0,81.12464854732896,16.0,21.0,2.0,12.0,263,pm2.5,3,0,0,0,0,1,0,0
2018-03-06,127.0,81.14339268978443,18.0,25.0,4.0,18.0,306,co,3,1,0,0,0,1,0,0
2018-03-07,132.0,81.16213683223992,22.0,28.0,5.0,18.0,309,pm2.5,3,2,0,0,0,1,0,0
2018-03-08,143.0,81.18088097469541,18.0,31.0,8.0,20.0,318,pm2.5,3,3,0,0,0,1,0,0
2018-03-09,164.0,81.19962511715089,13.0,35.0,7.0,23.0,335,co,3,4,0,0,0,1,0,0
2018-03-10,144.0,81.21836925960638,14.0,28.0,7.0,21.0,324,co,3,5,1,0,0,1,0,0
2018-03-11,139.0,81.23711340206185,15.0,34.0,14.0,23.0,335,co,3,6,1,0,0,1,0,0
2018-03-12,149.0,81.25585754451734,15.0,38.0,20.0,36.0,406,co,3,0,0,0,0,1,0,0
2018-03-13,160.0,81.27460168697282,16.0,38.0,6.0,28.0,365,co,3,1,0,0,0,1,0,0
2018-03-14,163.0,81.2933458294283,13.0,30.0,4.0,18.0,333,pm2.5,3,2,0,0,0,1,0,0
2018-03-15,149.0,81.31208997188378,15.0,22.0,3.0,14.0,322,pm2.5,3,3,0,0,0,1,0,0
2018-03-16,138.0,81.33083411433927,15.0,27.0,8.0,17.0,314,pm2.5,3,4,0,0,0,1,0,0
2018-03-17,139.0,81.34957825679476,17.0,24.0,3.0,17.0,315,pm2.5,3,5,1,0,0,1,0,0
2018-03-18,123.0,81.36832239925023,21.0,35.0,12.0,24.0,341,co,3,6,1,0,0,1,0,0
2018-03-19,163.0,81.3870665417057,17.0,30.0,10.0,25.0,347,co,3,0,0,0,0,1,0,0
2018-03-20,148.0,81.4058106841612,16.0,36.0,12.0,31.0,382,co,3,1,0,0,0,1,0,0
2018-03-21,188.0,81.42455482661668,17.0,25.0,5.0,14.0,352,pm2.5,3,2,0,0,0,1,0,0
2018-03-22,148.0,81.44329896907216,15.0,24.0,4.0,14.0,322,pm2.5,3,3,0,0,0,1,0,0
2018-03-23,139.0,81.46204311152765,18.0,22.0,3.0,13.0,315,pm2.5,3,4,0,0,0,1,0,0
2018-03-24,137.0,81.48078725398312,18.0,24.0,3.0,14.0,313,pm2.5,3,5,1,0,0,1,0,0
2018-03-25,125.0,81.49953139643861,18.0,27.0,4.0,17.0,304,pm2.5,3,6,1,0,0,1,0,0
2018-03-26,131.0,81.5182755388941,18.0,31.0,9.0,22.0,329,co,3,0,0,0,0,1,0,0
2018-03-27,145.0,81.53701968134958,18.0,41.0,9.0,40.0,418,co,3,1,0,0,0,1,0,0
2018-03-28,150.0,81.55576382380505,18.0,32.0,8.0,27.0,359,co,3,2,0,0,0,1,0,0
2018-03-29,139.0,81.57450796626054,20.0,33.0,6.0,18.0,315,pm2.5,3,3,0,0,0,1,0,0
2018-03-30,149.0,81.59325210871603,22.0,14.0,3.0,8.0,322,pm2.5,3,4,0,0,0,1,0,0
2018-03-31,117.0,81.6119962511715,20.0,15.0,2.0,9.0,290,pm2.5,3,5,1,0,0,1,0,0
2018-04-01,141.0,80.48734770384254,20.0,19.0,3.0,12.0,316,pm2.5,4,6,1,0,0,0,1,0
2018-04-02,158.0,80.50609184629803,23.0,26.0,4.0,21.0,329,pm2.5,4,0,0,0,0,0,1,0
2018-04-03,144.0,80.52483598875351,24.0,32.0,5.0,31.0,382,co,4,1,0,0,0,0,1,0
2018-04-04,157.0,80.543580131209,20.0,24.0,3.0,20.0,328,pm2.5,4,2,0,0,0,0,1,0
2018-04-05,131.0,80.56232427366447,18.0,19.0,4.0,16.0,308,pm2.5,4,3,0,0,0,0,1,0
2018-04-06,150.0,80.58106841611996,20.0,17.0,14.0,23.0,335,co,4,4,0,0,0,0,1,0
2018-04-07,127.0,80.59981255857545,20.0,18.0,2.0,13.0,305,pm2.5,4,5,1,0,0,0,1,0
2018-04-08,102.0,80.61855670103093,23.0,22.0,16.0,28.0,365,co,4,6,1,0,0,0,1,0
2018-04-09,150.0,80.6373008434864,20.0,28.0,15.0,40.0,418,co,4,0,0,0,0,0,1,0
2018-04-10,123.0,80.65604498594189,16.0,31.0,5.0,22.0,329,co,4,1,0,0,0,0,1,0
2018-04-11,130.0,80.67478912839738,15.0,29.0,8.0,26.0,353,co,4,2,0,0,0,0,1,0
2018-04-12,96.0,80.69353327085285,27.0,35.0,13.0,24.0,341,co,4,3,0,0,0,0,1,0
2018-04-13,132.0,80.71227741330834,31.0,35.0,17.0,35.0,403,co,4,4,0,0,0,0,1,0
2018-04-14,125.0,80.73102155576382,22.0,45.0,17.0,48.0,441,co,4,5,1,0,0,0,1,0
2018-04-15,154.0,80.7497656982193,28.0,40.0,12.0,41.0,421,co,4,6,1,0,0,0,1,0
2018-04-16,137.0,80.7685098406748,24.0,37.0,5.0,32.0,388,co,4,0,0,0,0,0,1,0
2018-04-17,146.0,80.78725398313027,24.0,35.0,8.0,25.0,347,co,4,1,0,0,0,0,1,0
2018-04-18,119.0,80.80599812558575,18.0,39.0,18.0,47.0,438,co,4,2,0,0,0,0,1,0
2018-04-19,146.0,80.82474226804123,15.0,40.0,6.0,41.0,421,co,4,3,0,0,0,0,1,0
2018-04-20,158.0,80.84348641049672,12.0,24.0,8.0,27.0,359,co,4,4,0,0,0,0,1,0
2018-04-21,117.0,80.8622305529522,18.0,25.0,2.0,24.0,341,co,4,5,1,0,0,0,1,0
2018-04-22,118.0,80.88097469540769,17.0,36.0,7.0,28.0,365,co,4,6,1,0,0,0,1,0
2018-04-23,118.0,80.89971883786316,20.0,41.0,10.0,35.0,403,co,4,0,0,0,0,0,1,0
2018-04-24,134.0,80.91846298031865,20.0,48.0,11.0,62.0,482,co,4,1,0,0,0,0,1,0
2018-04-25,158.0,80.93720712277414,17.0,44.0,5.0,35.0,403,co,4,2,0,0,0,0,1,0
2018-04-26,146.0,80.95595126522961,20.0,20.0,7.0,13.0,320,pm2.5,4,3,0,0,0,0,1,0
2018-04-27,148.0,80.97469540768509,22.0,19.0,3.0,13.0,322,pm2.5,4,4,0,0,0,0,1,0
2018-04-28,149.0,80.99343955014058,19.0,27.0,4.0,21.0,324,co,4,5,1,0,0,0,1,0
2018-04-29,153.0,81.01218369259607,21.0,17.0,2.0,10.0,325,pm2.5,4,6,1,0,0,0,1,0
2018-04-30,128.0,81.03092783505154,18.0,15.0,2.0,8.0,306,pm2.5,4,0,0,0,0,0,1,0
2018-05-01,115.0,79.90627928772258,19.0,16.0,3.0,16.0,286,co,5,1,0,0,0,0,1,0
2018-05-02,127.0,79.92502343017807,17.0,16.0,1.0,11.0,305,pm2.5,5,2,0,0,0,0,1,0
2018-05-03,88.0,79.94376757263355,33.0,18.0,5.0,27.0,359,co,5,3,0,0,0,0,1,0
2018-05-04,111.0,79.96251171508904,16.0,30.0,4.0,30.0,376,co,5,4,0,0,0,0,1,0
2018-05-05,158.0,79.98125585754451,22.0,23.0,3.0,18.0,329,pm2.5,5,5,1,0,0,0,1,0
2018-05-06,150.0,80.0,19.0,33.0,4.0,27.0,359,co,5,6,1,0,0,0,1,0
2018-05-07,145.0,80.01874414245549,16.0,34.0,4.0,22.0,329,co,5,0,0,0,0,0,1,0
2018-05-08,142.0,80.03748828491096,17.0,18.0,2.0,11.0,317,pm2.5,5,1,0,0,0,0,1,0
2018-05-09,118.0,80.05623242736644,20.0,26.0,3.0,18.0,306,co,5,2,0,0,0,0,1,0
2018-05-10,117.0,80.07497656982193,23.0,38.0,8.0,27.0,359,co,5,3,0,0,0,0,1,0
2018-05-11,172.0,80.09372071227742,22.0,21.0,3.0,14.0,340,pm2.5,5,4,0,0,0,0,1,0
2018-05-12,167.0,80.11246485473289,21.0,14.0,2.0,8.0,336,pm2.5,5,5,1,0,0,0,1,0
2018-05-13,148.0,80.13120899718838,30.0,15.0,2.0,8.0,322,pm2.5,5,6,1,0,0,0,1,0
2018-05-14,104.0,80.14995313964386,32.0,22.0,3.0,15.0,271,co,5,0,0,0,0,0,1,0
2018-05-15,130.0,80.16869728209934,20.0,25.0,3.0,17.0,308,pm2.5,5,1,0,0,0,0,1,0
2018-05-16,147.0,80.18744142455483,19.0,26.0,3.0,14.0,321,pm2.5,5,2,0,0,0,0,1,0
2018-05-17,160.0,80.20618556701031,30.0,20.0,3.0,13.0,331,pm2.5,5,3,0,0,0,0,1,0
2018-05-18,163.0,80.22492970946578,21.0,22.0,3.0,15.0,333,pm2.5,5,4,0,0,0,0,1,0
2018-05-19,165.0,80.24367385192127,25.0,25.0,3.0,14.0,335,pm2.5,5,5,1,0,0,0,1,0
2018-05-20,168.0,80.26241799437676,25.0,31.0,7.0,20.0,337,pm2.5,5,6,1,0,0,0,1,0
2018-05-21,183.0,80.28116213683224,19.0,48.0,19.0,60.0,476,co,5,0,0,0,0,0,1,0
2018-05-22,160.0,80.29990627928773,22.0,35.0,4.0,21.0,331,pm2.5,5,1,0,0,0,0,1,0
2018-05-23,179.0,80.3186504217432,16.0,22.0,2.0,11.0,345,pm2.5,5,2,0,0,0,0,1,0
2018-05-24,178.0,80.33739456419869,20.0,38.0,4.0,19.0,345,pm2.5,5,3,0,0,0,0,1,0
2018-05-25,120.0,80.35613870665416,23.0,43.0,15.0,32.0,388,co,5,4,0,0,0,0,1,0
2018-05-26,185.0,80.37488284910965,28.0,26.0,4.0,15.0,350,pm2.5,5,5,1,0,0,0,1,0
